Age,Gender,House_size,State,Time,Y_Actual,state_impact,spend,Y_RN
51,0,2674,TX,19:23.7,0,1,0.138330549,0.34
52,0,937,CA,35:45.4,0,5,0.721243835,0.02
53,1,2150,IL,22:39.4,1,1,0.891805994,0.17
59,1,994,NY,07:04.2,0,5,0.380159592,0.87
59,0,2045,CA,23:59.8,0,5,0.316173884,0.19
48,0,2725,FL,43:18.0,0,1,0.038956845,0.22
60,0,2692,IL,36:02.0,0,1,0.34885493,0.82
45,1,2294,CA,30:21.0,0,5,0.182673245,0.62
47,0,2640,TX,05:07.0,0,1,0.505908721,0.99
51,1,411,CA,15:12.0,1,5,0.293152911,0.01
46,0,2118,NY,24:44.8,0,5,0.906715224,0.12
42,0,889,TX,40:55.0,0,1,0.205025395,0.1
43,0,2874,FL,30:18.8,0,1,0.138586648,0.92
42,0,747,FL,51:00.5,0,1,0.696909974,0.91
51,1,506,CA,42:35.9,1,5,0.925174852,0.03
43,1,2266,TX,18:19.0,0,1,0.679193463,0.59
50,0,2435,IL,26:16.1,0,1,0.401617755,0.05
46,0,1665,IL,49:44.3,0,1,0.680057492,0.97
51,0,2355,CA,49:23.0,0,5,0.476995326,0.19
56,0,2358,TX,33:44.5,0,1,0.929820444,0.49
45,1,2489,FL,15:11.2,1,1,0.313520499,0.22
60,0,2111,FL,03:21.0,0,1,0.819510375,0.68
51,1,2907,IL,54:59.3,0,1,0.527597581,0.62
50,1,1568,NY,35:39.6,0,5,0.295368284,0.69
50,1,2388,TX,57:00.4,0,1,0.378524518,0.54
53,1,2390,IL,25:43.3,0,1,0.889588717,0.93
54,1,1946,CA,06:02.0,0,5,0.875999543,0.65
55,0,1497,NY,32:56.7,0,5,0.763731341,0.95
49,1,429,CA,44:58.4,1,5,0.619094186,0.4
51,1,2602,NY,13:57.0,1,5,0.245171366,0.34
57,0,1205,FL,41:52.2,0,1,0.645754865,0.51
44,0,2546,CA,01:47.5,0,5,0.157133104,0.72
44,0,2392,CA,49:38.7,0,5,0.744690356,0.4
56,1,2305,FL,02:38.1,1,1,0.013787902,0.26
50,0,1594,IL,48:22.6,0,1,0.835088967,0.5
57,0,1619,NY,38:33.1,0,5,0.539423068,0.08
55,1,2779,NY,46:57.6,1,5,0.415117888,0.61
45,1,481,IL,47:07.4,1,1,0.618397825,0.19
57,1,1373,FL,15:35.8,1,1,0.774917266,0.5
48,0,1857,CA,32:44.2,0,5,0.858339025,0.5
50,1,550,NY,34:24.3,1,5,0.592759731,0.11
56,1,1732,TX,05:43.8,0,1,0.895642725,0.87
53,1,882,TX,23:30.0,1,1,0.653845798,0.14
51,0,1996,NY,36:44.1,0,5,0.89742826,0.65
40,1,2264,CA,06:49.4,0,5,0.576451791,0.92
43,0,799,CA,45:24.2,0,5,0.389741652,0.24
52,0,2913,NY,25:27.2,0,5,0.513253461,0.68
43,1,2659,CA,14:19.4,0,5,0.68452893,0.53
47,1,673,FL,14:55.9,1,1,0.975328206,0.32
55,1,2166,TX,12:03.5,1,1,0.790647893,0.36
44,0,1811,TX,59:42.0,0,1,0.953653399,0.47
54,0,1680,FL,12:48.0,0,1,0.592638419,0.4
57,0,2995,CA,39:07.0,0,5,0.578840524,0.63
56,0,1013,FL,09:21.9,1,1,0.057686267,0.01
47,1,2424,TX,45:16.6,0,1,0.019762503,0.77
56,0,477,TX,07:32.6,0,1,0.447188266,0.66
45,1,2983,NY,02:25.9,0,5,0.569775461,0.63
41,0,588,CA,38:45.9,0,5,0.46921003,0.92
54,0,1463,CA,47:15.7,0,5,0.136052085,0.41
41,1,1206,FL,18:05.9,1,1,0.192418934,0.03
40,1,798,NY,05:15.2,1,5,0.594172996,0.06
57,0,1527,TX,55:07.2,0,1,0.436005572,0.67
46,0,2497,CA,00:00.6,0,5,0.980017148,0.34
58,0,1483,CA,51:20.7,0,5,0.321476799,0.14
50,1,1451,CA,17:38.0,1,5,0.357036819,0.47
60,1,1166,FL,27:07.8,1,1,0.668067479,0.39
54,0,857,TX,38:52.9,0,1,0.185396324,0.14
57,0,2376,TX,27:20.3,0,1,0.037416754,0.27
53,0,744,FL,23:42.6,0,1,0.075150101,0.33
44,0,1388,CA,47:38.6,0,5,0.260662697,0.31
43,1,2751,NY,58:45.1,1,5,0.540697341,0.26
42,1,629,CA,51:37.9,0,5,0.910188194,0.77
43,0,775,FL,26:08.7,0,1,0.173317264,0.71
45,0,2109,CA,52:27.8,0,5,0.049508233,0.93
47,1,2929,FL,56:50.1,0,1,0.869989971,0.84
42,1,2439,IL,20:00.4,1,1,0.970650495,0.14
59,0,878,NY,49:13.2,0,5,0.114343907,0.02
43,0,849,CA,03:24.5,0,5,0.427168578,0.09
48,1,681,CA,05:31.4,0,5,0.00605688,0.7
40,0,1583,FL,36:00.3,0,1,0.180246347,0.9
55,1,1782,FL,51:36.5,1,1,0.788870608,0.31
50,0,794,CA,02:36.1,0,5,0.513174503,0.48
49,1,1457,NY,33:32.7,1,5,0.564280845,0.03
57,0,1246,IL,00:20.1,0,1,0.915547122,0.58
49,0,2824,TX,12:43.8,0,1,0.668444979,0.93
55,0,524,CA,50:53.1,0,5,0.470946308,0.37
48,0,1664,NY,37:53.5,0,5,0.812387632,0.76
50,1,2871,NY,53:16.9,1,5,0.809648375,0.29
52,1,1986,FL,09:21.4,0,1,0.739168074,1
49,0,482,TX,17:48.2,0,1,0.257607467,0.22
46,1,2741,IL,17:39.6,1,1,0.958636073,0.1
46,1,918,CA,11:49.2,1,5,0.159534781,0.29
49,1,2978,FL,16:00.6,0,1,0.87427658,0.67
41,0,2505,NY,50:30.2,0,5,0.757358233,0.09
45,0,1648,CA,02:26.5,0,5,0.321034163,0.84
51,0,2215,FL,48:47.7,0,1,0.179466753,0.76
57,0,2523,TX,05:38.6,0,1,0.212316755,0.55
46,1,2380,CA,15:59.9,1,5,0.137098558,0.27
42,0,2758,CA,55:33.9,0,5,0.610487303,0.39
60,0,1662,NY,27:09.7,0,5,0.023581617,0.58
49,1,2317,IL,08:08.9,0,1,0.97652163,0.59
41,1,1798,FL,28:54.9,1,1,0.738574794,0.22
51,1,727,TX,39:36.0,0,1,0.233442392,0.55
59,1,2872,FL,30:47.5,1,1,0.306929761,0.54
52,0,1792,FL,06:48.1,0,1,0.965030955,0.63
50,1,1553,TX,17:15.7,1,1,0.067546118,0.44
58,1,1111,CA,25:32.0,1,5,0.016509377,0.34
47,1,2264,CA,59:43.4,0,5,0.996297259,0.94
50,0,913,FL,54:21.5,0,1,0.034100938,0.5
42,0,1721,IL,14:22.7,0,1,0.605224398,0.26
55,0,513,CA,53:17.8,1,5,0.249801593,0.01
53,0,2738,CA,05:23.8,0,5,0.296803697,0.48
50,0,2587,NY,57:14.5,0,5,0.555072996,0.18
50,1,1509,NY,57:22.7,1,5,0.882208631,0.22
51,0,2723,CA,39:05.1,0,5,0.271593102,0.51
58,1,1228,IL,54:18.5,0,1,0.752386413,0.82
55,0,2810,CA,13:48.5,0,5,0.267034522,0.99
54,0,1074,TX,38:18.0,0,1,0.972434945,0.49
55,1,1344,CA,59:51.1,1,5,0.896558941,0.01
60,1,2667,FL,46:07.8,1,1,0.925377338,0.09
50,1,939,IL,14:48.2,1,1,0.720605767,0.41
48,0,2940,CA,28:27.9,0,5,0.170825995,0.45
46,0,884,NY,20:40.0,0,5,0.490524577,0.1
54,1,2282,FL,02:50.2,0,1,0.311833492,0.66
59,0,973,CA,19:24.1,0,5,0.120386877,0.13
58,1,1667,TX,47:50.7,1,1,0.459578563,0.59
49,1,904,FL,24:58.8,0,1,0.266640736,0.53
49,0,1840,TX,47:37.2,0,1,0.438877722,0.38
47,0,694,CA,41:17.5,0,5,0.258192669,0.89
58,1,2658,CA,50:51.2,1,5,0.250074466,0.3
40,1,1108,TX,41:19.9,1,1,0.496918785,0.09
50,1,2470,CA,21:36.0,1,5,0.264056209,0.4
44,1,2415,FL,29:57.9,0,1,0.97534169,0.67
57,1,616,FL,15:43.1,1,1,0.981183401,0.08
42,0,484,CA,58:43.4,0,5,0.315564586,0.17
42,1,1927,NY,57:14.8,0,5,0.115301366,0.78
59,1,2806,NY,20:48.6,0,5,0.027051291,0.98
41,1,2031,FL,07:46.4,1,1,0.955478137,0.15
45,0,1105,NY,53:05.5,0,5,0.636859599,0.47
54,0,2947,FL,50:32.3,0,1,0.070479209,0.85
41,1,2010,TX,34:43.7,1,1,0.753007525,0.07
43,0,2361,IL,10:09.1,0,1,0.473505443,0.23
41,0,766,CA,17:51.6,0,5,0.959953736,0.58
42,1,540,NY,34:14.3,0,5,0.787486863,0.6
46,1,2364,FL,49:56.5,0,1,0.525684239,0.95
43,0,2406,TX,04:54.7,0,1,0.066290889,0.36
55,1,1542,FL,14:45.9,0,1,0.64069853,0.74
45,0,806,TX,41:13.9,0,1,0.023361748,0.79
51,0,1563,CA,46:03.9,0,5,0.448341266,0.49
58,1,541,NY,02:58.1,1,5,0.800485084,0.42
59,1,1920,IL,43:36.9,1,1,0.149379455,0.38
49,1,2048,TX,38:51.5,0,1,0.51967768,0.56
48,1,2539,TX,25:54.2,1,1,0.760927125,0.16
58,0,1331,CA,25:12.4,0,5,0.273286957,0.04
57,0,1250,CA,20:40.6,0,5,0.59270922,0.8
58,1,400,CA,59:01.8,1,5,0.050307074,0.06
59,0,618,CA,06:17.9,0,5,0.848413696,0.9
48,0,2902,NY,14:19.0,0,5,0.409561505,0.6
48,0,1901,NY,19:40.8,0,5,0.391877288,0.96
55,1,2783,TX,22:08.8,1,1,0.958628061,0.13
42,0,653,NY,42:35.5,0,5,0.774854961,0.6
40,1,2001,FL,48:10.0,1,1,0.386989163,0.17
53,1,1500,NY,55:46.7,1,5,0.833067382,0.09
51,1,2513,CA,32:59.3,1,5,0.441765416,0.41
60,1,1774,CA,47:56.4,1,5,0.235052725,0.36
57,1,1507,IL,41:47.3,0,1,0.117294802,0.72
56,1,719,IL,16:29.0,1,1,0.75756684,0.5
52,1,667,CA,44:22.7,0,5,0.492317025,0.61
60,1,1442,FL,44:15.2,0,1,0.063950536,0.93
48,0,2699,FL,27:41.1,0,1,0.976685313,0.43
60,1,2249,TX,32:31.8,1,1,0.232068054,0.47
55,0,1399,CA,41:53.8,0,5,0.320813379,0.92
45,0,928,TX,59:07.1,0,1,0.245683718,0.35
53,0,1919,NY,09:12.4,0,5,0.682562209,0.14
42,1,420,TX,36:59.4,1,1,0.375092845,0.03
45,0,2628,CA,51:34.5,0,5,0.119503517,0.64
46,0,2923,CA,23:23.0,0,5,0.27094306,0.83
48,1,1132,NY,12:19.4,0,5,0.696132493,0.46
47,1,1214,TX,00:26.2,0,1,0.203900942,0.55
46,0,1886,IL,19:45.3,0,1,0.425698906,0.69
55,1,1107,TX,12:44.2,1,1,0.335324781,0.55
47,0,2164,NY,27:56.7,0,5,0.878091967,0.94
44,1,1534,NY,06:16.4,0,5,0.715651536,0.52
56,1,2912,CA,03:02.5,0,5,0.123737287,0.68
57,0,1002,FL,47:52.0,0,1,0.580909418,0.32
59,0,620,TX,59:49.9,0,1,0.022635238,0.24
52,1,1085,FL,50:15.4,1,1,0.212959804,0.18
46,0,714,FL,57:22.7,0,1,0.713615526,0.74
49,1,2061,NY,55:20.1,0,5,0.79421584,0.78
58,1,2981,CA,24:24.2,0,5,0.3107745,0.9
57,1,1615,TX,46:39.5,1,1,0.783839665,0.39
42,0,2731,NY,15:33.7,0,5,0.540865167,0.9
60,0,879,TX,14:55.9,0,1,0.004684381,0.28
53,0,2430,CA,06:25.8,0,5,0.460489271,0.56
48,1,2924,FL,45:55.6,1,1,0.968531104,0.26
46,1,524,CA,49:01.6,1,5,0.009279137,0.36
55,1,1071,CA,22:44.4,0,5,0.543953621,0.69
54,1,899,FL,32:08.5,0,1,0.935360371,0.78
60,0,2550,NY,39:07.0,0,5,0.722785228,0.29
41,0,410,IL,18:05.2,0,1,0.916957237,0.23
52,1,2707,TX,32:54.5,0,1,0.11486476,0.6
53,0,1701,TX,26:44.4,0,1,0.280619027,0.5
41,0,849,TX,16:09.6,0,1,0.111737431,0.05
40,0,2546,IL,42:17.9,0,1,0.919323113,0.41
43,1,1065,TX,18:54.2,1,1,0.688912948,0.03
60,1,1725,FL,37:14.2,1,1,0.141379989,0.17
47,1,1301,TX,17:18.4,0,1,0.038940809,0.86
41,0,492,TX,28:42.8,0,1,0.9664737,0.03
56,1,2097,TX,18:33.1,0,1,0.564933768,0.96
49,0,503,FL,07:13.2,0,1,0.275572526,0.98
46,0,1903,IL,38:45.5,0,1,0.155852597,0.12
59,0,2640,TX,04:12.3,0,1,0.700285819,0.67
43,1,579,CA,25:32.1,0,5,0.882403355,0.43
57,0,1692,TX,11:36.5,0,1,0.526116721,0.23
41,1,1670,CA,50:13.2,0,5,0.43684368,0.54
55,0,1756,FL,43:28.9,0,1,0.869106077,0.19
46,0,1139,NY,23:42.4,0,5,0.188641057,0.41
40,1,1057,TX,58:22.6,0,1,0.769222556,0.39
51,0,2493,CA,52:47.2,0,5,0.268637587,0.74
52,0,1488,IL,05:10.3,0,1,0.330683287,0.07
50,1,1982,NY,16:35.0,0,5,0.633157425,0.81
40,0,560,NY,20:58.5,0,5,0.394775796,0.52
56,1,1972,FL,47:37.0,1,1,0.585259512,0.46
59,1,1323,CA,30:48.5,0,5,0.471170895,0.73
46,0,453,CA,30:30.5,0,5,0.805428929,0.89
41,1,547,IL,00:01.6,0,1,0.938000486,0.7
48,1,1741,IL,21:32.4,1,1,0.915814277,0.32
56,0,1972,FL,35:49.7,0,1,0.884622469,0.52
42,1,1392,TX,27:51.9,0,1,0.938640189,0.5
52,0,2057,TX,59:13.8,0,1,0.855202381,0.89
47,0,1943,FL,45:09.8,0,1,0.684096175,0.1
50,1,2251,NY,38:28.4,1,5,0.471763718,0.42
48,0,1107,FL,42:28.0,0,1,0.804607452,0.2
43,1,1300,TX,13:31.7,1,1,0.550490056,0.03
53,1,1170,NY,13:32.4,1,5,0.820879122,0.33
54,0,1368,CA,41:46.9,0,5,0.046431706,0.36
53,0,2165,NY,59:17.2,0,5,0.464928167,0.67
41,0,2140,FL,33:01.9,0,1,0.213139939,0.4
43,1,2242,FL,22:16.3,0,1,0.219936783,0.65
52,1,2261,CA,57:42.9,0,5,0.157731406,0.94
49,1,2116,CA,22:53.3,0,5,0.534868936,0.65
60,0,1346,CA,38:21.8,0,5,0.129087639,0.95
54,1,1373,NY,15:19.5,1,5,0.547507842,0.35
48,1,1949,NY,40:27.2,1,5,0.848981982,0.01
40,1,741,IL,19:50.8,0,1,0.402127642,0.71
53,1,1899,NY,28:47.8,0,5,0.050712179,0.92
48,0,1689,NY,27:18.5,0,5,0.417175873,0.29
53,1,1006,IL,40:21.2,1,1,0.853944818,0.02
45,0,781,CA,55:12.5,0,5,0.598667097,0.86
51,0,502,IL,54:56.9,0,1,0.914516704,0.18
59,1,1613,TX,06:44.4,1,1,0.652181316,0.32
42,0,2230,TX,21:25.8,0,1,0.757548549,0.49
48,1,2592,FL,30:23.3,0,1,0.77814572,0.55
44,0,1502,CA,53:35.6,0,5,0.081853805,0.38
44,1,2981,CA,39:07.5,1,5,0.091399283,0.21
52,0,1655,TX,21:38.1,0,1,0.902449187,0.44
57,1,1109,FL,56:43.9,1,1,0.31210775,0.03
50,1,2009,CA,33:59.1,0,5,0.226521946,0.78
45,1,1998,TX,23:50.7,0,1,0.486918639,0.79
55,0,1526,TX,47:50.3,0,1,0.707278919,0.61
56,0,2011,FL,38:02.1,0,1,0.577415525,0.59
52,0,446,CA,31:01.7,0,5,0.063790583,0.8
51,1,671,FL,52:34.9,0,1,0.64846056,0.98
42,1,2913,CA,00:26.0,0,5,0.760494947,0.78
57,0,2230,NY,38:47.7,0,5,0.850008449,0.99
49,0,1942,IL,17:59.8,0,1,0.560129934,0.49
59,0,454,NY,46:40.0,0,5,0.254436943,0.15
52,1,1277,CA,33:15.5,1,5,0.680609804,0.16
44,0,2392,TX,52:00.9,0,1,0.258641636,0.71
58,0,552,CA,04:22.8,0,5,0.789883261,0.29
47,1,1537,CA,17:05.3,1,5,0.060936851,0.2
51,0,641,CA,35:24.9,0,5,0.616639761,0.71
55,1,600,CA,21:15.8,1,5,0.454014321,0.44
49,0,1787,NY,53:11.8,0,5,0.866375337,0.32
43,0,1401,FL,27:58.1,0,1,0.985097094,0.25
57,1,2702,FL,10:54.3,1,1,0.502490013,0.35
57,0,2694,TX,27:45.1,0,1,0.412152438,0.04
51,0,2778,NY,35:41.1,0,5,0.240245668,0.22
42,1,1616,FL,46:56.8,1,1,0.261048695,0.09
53,1,1215,FL,20:31.5,1,1,0.371808835,0.34
53,0,1145,IL,43:25.4,0,1,0.061983256,0.53
45,1,2266,CA,26:33.0,0,5,0.95803364,0.73
50,1,2070,FL,16:18.2,0,1,0.904344045,0.71
52,0,2773,TX,26:50.0,0,1,0.580222776,0.12
57,0,2549,FL,37:34.4,0,1,0.80637367,0.69
58,1,1008,IL,24:37.6,1,1,0.389296503,0.57
51,1,2545,TX,42:17.9,1,1,0.907064554,0.46
57,0,2733,FL,00:35.4,0,1,0.607176395,0.14
41,0,433,NY,57:01.4,0,5,0.689379827,0.1
46,1,2004,FL,30:27.8,0,1,0.591491285,0.88
56,1,2957,TX,57:17.0,0,1,0.986132766,0.99
54,1,2049,CA,20:04.6,0,5,0.204110342,0.77
46,0,2864,CA,01:16.4,0,5,0.7909428,0.97
49,0,404,TX,42:14.6,0,1,0.873001175,0.57
47,0,2492,FL,05:05.7,0,1,0.684331165,0.03
51,1,455,IL,17:27.6,0,1,0.187676551,0.85
59,0,2257,IL,44:31.4,0,1,0.836884717,0.82
53,0,1514,TX,00:34.4,0,1,0.916819939,0.04
54,0,2479,TX,57:46.7,0,1,0.075008325,0.83
57,1,1017,TX,43:47.0,1,1,0.47652722,0.06
54,0,663,CA,22:09.7,0,5,0.995376774,0.99
42,0,2945,CA,13:53.5,0,5,0.704527021,0.06
59,0,2122,IL,28:03.1,0,1,0.643615476,0.28
45,1,1867,IL,25:19.8,0,1,0.975847375,0.93
48,0,2938,TX,23:23.1,0,1,0.892597043,0.53
44,0,2704,NY,11:16.0,0,5,0.078985668,0.26
45,1,2654,CA,54:34.4,0,5,0.14953263,0.84
47,0,1898,CA,45:27.0,0,5,0.214248274,0.95
57,0,2389,CA,06:32.6,1,5,0.752034382,0.01
57,1,645,CA,17:36.7,1,5,0.640015368,0.45
54,0,1451,CA,45:13.7,0,5,0.200837886,0.34
48,1,1074,NY,08:39.0,1,5,0.483894168,0.45
45,1,1620,TX,17:36.8,0,1,0.649936211,0.5
58,0,616,TX,31:28.2,0,1,0.641768604,0.59
56,0,2029,FL,00:00.7,0,1,0.892703117,0.57
42,0,2256,FL,02:18.6,0,1,0.970878821,0.1
43,1,2349,FL,06:44.9,1,1,0.361821711,0.15
55,0,2830,TX,02:00.2,0,1,0.365052211,0.08
48,1,981,CA,51:24.7,1,5,0.976712572,0.41
47,1,2941,FL,34:33.8,0,1,0.321752479,0.5
57,0,951,TX,39:10.3,0,1,0.307623088,0.9
57,0,1247,IL,21:15.4,0,1,0.931228759,0.89
53,0,2675,NY,53:13.6,0,5,0.412667599,0.77
42,1,1300,FL,25:17.4,0,1,0.784144192,0.62
51,0,1563,CA,16:35.0,0,5,0.924540566,0.71
41,1,1408,TX,40:05.9,1,1,0.056128377,0.15
52,1,1675,TX,42:01.5,1,1,0.532780862,0.16
44,0,2719,CA,23:58.2,0,5,0.862919782,0.24
46,1,1812,FL,00:36.1,0,1,0.523090251,0.91
59,0,2807,FL,28:01.1,0,1,0.81025361,0.09
58,0,469,CA,28:16.4,0,5,0.828076707,0.02
45,1,1657,FL,58:35.3,0,1,0.926790074,0.42
57,1,1585,FL,12:26.1,1,1,0.559047226,0.46
48,1,2667,FL,05:57.7,0,1,0.59461538,0.59
47,0,1730,FL,28:19.5,0,1,0.151776293,0.44
50,0,2866,NY,47:23.8,0,5,0.509881402,0.84
60,1,1825,CA,38:11.0,1,5,0.888401617,0.36
48,0,807,TX,16:12.2,0,1,0.311026394,0.17
55,0,1561,TX,23:31.1,0,1,0.895044401,0.47
47,0,2620,CA,55:25.9,0,5,0.613546775,0.57
60,0,2700,CA,12:00.5,0,5,0.241734491,0.32
51,0,965,TX,31:05.5,0,1,0.033041589,0.98
52,1,2137,FL,01:42.2,0,1,0.316050541,0.89
53,1,1174,FL,43:16.2,0,1,0.353177406,0.6
53,0,1478,FL,32:57.2,0,1,0.771277311,0.05
50,0,1817,TX,36:56.5,0,1,0.826749688,0.29
42,0,2528,FL,31:23.7,0,1,0.485913427,0.9
59,1,2468,CA,57:22.4,1,5,0.114321044,0.07
46,0,602,CA,38:25.6,0,5,0.061554584,0.99
56,1,983,FL,39:35.0,0,1,0.54572894,0.86
42,0,2962,IL,40:42.5,0,1,0.619074806,0.19
48,1,1829,TX,18:56.9,0,1,0.072793464,0.85
42,0,1759,CA,45:27.6,0,5,0.812937839,0.41
48,1,2178,CA,06:36.0,0,5,0.59803956,0.98
54,1,1335,TX,05:59.5,1,1,0.702457131,0.26
53,0,2968,CA,41:29.9,0,5,0.684843012,0.15
48,1,2095,FL,39:22.7,1,1,0.065777966,0.39
58,1,2232,TX,40:54.1,1,1,0.225913137,0.47
59,1,1333,NY,27:38.2,1,5,0.579279056,0.42
44,0,1220,NY,33:19.4,0,5,0.33723214,0.44
47,0,559,IL,19:40.7,0,1,0.044284051,0.23
43,1,2067,TX,13:33.9,1,1,0.680769778,0.32
54,1,746,TX,19:05.3,0,1,0.912432353,0.78
54,0,1345,IL,35:56.6,0,1,0.796963851,1
60,1,769,NY,51:30.3,1,5,0.345056563,0.52
44,1,2686,TX,21:44.7,1,1,0.543858718,0.07
45,0,2487,FL,58:10.1,0,1,0.388837042,0.48
44,0,515,TX,17:12.1,0,1,0.872306407,0.58
48,1,2335,IL,47:12.1,0,1,0.951717182,0.85
60,1,2346,NY,03:41.2,0,5,0.647103581,0.79
47,0,2896,FL,30:49.2,0,1,0.133199247,0.67
57,1,1680,IL,29:34.3,1,1,0.196147355,0.53
48,1,2539,NY,09:46.7,1,5,0.872489231,0.32
49,0,2030,NY,55:34.2,0,5,0.649186672,0.88
44,1,1817,TX,42:22.5,0,1,0.40055706,0.46
59,0,1219,IL,22:42.3,0,1,0.155776694,0.34
56,1,1323,NY,30:42.4,1,5,0.671590316,0.41
51,1,2159,TX,45:04.7,0,1,0.526587859,0.78
47,1,2376,TX,19:00.8,0,1,0.027204245,0.59
47,0,2525,NY,55:53.3,0,5,0.070017586,0.99
47,1,1743,TX,29:17.8,1,1,0.180409961,0.22
41,0,1970,NY,53:52.4,0,5,0.963766029,0.3
48,0,2138,NY,13:21.6,0,5,0.911762413,0.53
58,0,1459,TX,06:42.7,0,1,0.994841338,0.61
52,1,2309,NY,01:30.2,0,5,0.866106386,0.56
43,0,1538,IL,03:40.9,0,1,0.000534039,0.31
51,1,1995,TX,15:04.7,1,1,0.921793523,0.37
54,1,2879,IL,54:23.1,0,1,0.269263266,0.95
49,1,2880,NY,04:59.9,1,5,0.396730425,0.02
54,0,2767,CA,56:46.9,0,5,0.190283496,0.59
50,0,2431,TX,19:10.5,0,1,0.226364642,0.64
56,1,1714,CA,04:11.4,0,5,0.756685689,0.96
41,0,2293,NY,27:31.4,0,5,0.27964653,0.15
45,0,1645,FL,49:36.1,0,1,0.76784532,0.47
47,1,2631,FL,32:07.5,1,1,0.247986814,0.04
55,0,1346,TX,42:08.8,0,1,0.76134812,0.07
51,0,1533,CA,17:32.2,0,5,0.575976223,0.31
42,0,2890,TX,22:10.8,0,1,0.34734332,0.45
51,1,2814,FL,27:14.6,1,1,0.559035682,0.41
42,0,831,NY,14:34.7,0,5,0.011532556,0.38
50,0,2959,FL,29:02.1,0,1,0.192047398,0.45
51,1,2262,TX,52:29.6,1,1,0.355271354,0.3
57,0,1346,TX,17:46.9,0,1,0.619881739,1
51,0,971,TX,44:12.4,0,1,0.852867482,0.65
42,1,755,TX,11:14.1,1,1,0.113184275,0.03
51,0,1603,IL,24:11.9,0,1,0.640904264,0.09
47,1,2140,CA,17:43.0,0,5,0.634259716,0.8
47,1,2866,TX,26:46.2,1,1,0.311409583,0.16
43,1,449,CA,22:47.9,1,5,0.7582234,0.11
51,1,799,FL,03:48.4,0,1,0.119323814,0.72
48,0,1686,IL,08:41.9,0,1,0.932088333,0.17
56,0,2797,TX,22:48.2,0,1,0.791991277,0.25
54,0,1614,CA,55:56.2,0,5,0.17028182,0.35
60,0,2935,NY,09:04.8,0,5,0.490189656,0.45
51,0,1034,TX,03:26.9,0,1,0.690066032,0.34
45,0,2617,TX,20:08.5,0,1,0.709661707,0.26
56,0,1394,CA,25:25.3,0,5,0.574138279,0.11
45,0,982,CA,31:29.8,0,5,0.989869904,0.11
58,0,771,TX,35:58.5,0,1,0.457415333,0.21
48,1,2882,CA,49:38.6,1,5,0.624943254,0.26
53,1,711,IL,18:19.4,1,1,0.570740166,0.52
49,0,2402,TX,30:35.9,0,1,0.019168273,0.79
49,1,2048,IL,20:21.8,1,1,0.986492388,0.35
51,1,2909,CA,22:37.5,0,5,0.345035087,0.69
45,1,1460,FL,32:28.1,1,1,0.241752445,0.05
58,0,2706,CA,12:49.0,0,5,0.269396764,0.39
51,0,1619,TX,34:27.4,0,1,0.870466771,0.42
49,1,1627,NY,29:36.7,0,5,0.500060697,0.74
40,1,2504,TX,40:24.2,1,1,0.420994376,0.03
49,1,2308,NY,31:15.1,1,5,0.875859736,0.36
55,1,2213,CA,52:12.0,0,5,0.279086387,0.76
57,0,1793,NY,29:08.3,0,5,0.502281326,0.07
47,0,1343,FL,54:30.4,0,1,0.830448455,0.46
44,1,1813,NY,01:43.3,0,5,0.692218831,0.87
50,1,1605,FL,55:13.0,0,1,0.582768824,0.52
55,1,2423,FL,54:10.8,1,1,0.631230534,0.17
43,1,1297,FL,05:31.8,1,1,0.388694639,0
60,0,1132,FL,22:37.2,0,1,0.332380538,0.05
44,1,1778,TX,14:23.0,1,1,0.027273921,0.2
45,1,849,CA,32:48.5,1,5,0.97733316,0.22
49,0,1750,IL,33:23.4,0,1,0.775388029,0.77
42,0,1431,CA,38:03.1,0,5,0.993166493,0.94
40,0,2598,TX,59:05.9,0,1,0.840525238,0.4
46,0,1317,FL,21:53.8,0,1,0.47212911,0.66
52,0,1857,TX,16:20.5,0,1,0.12421452,0.88
56,1,1327,CA,34:51.3,0,5,0.970230749,0.86
47,0,2178,NY,24:57.6,0,5,0.135924159,0.03
54,0,1633,IL,12:09.4,0,1,0.239525979,0.23
56,0,1872,TX,48:25.2,0,1,0.454341349,0.04
51,1,2367,CA,28:12.6,0,5,0.853526068,0.83
56,0,1577,FL,56:40.1,0,1,0.930623957,0.26
47,1,2842,CA,22:01.6,0,5,0.557821473,0.98
58,0,2392,FL,47:52.5,0,1,0.394942371,0.5
53,1,1928,TX,52:29.2,1,1,0.959004649,0.33
56,1,693,CA,03:49.3,0,5,0.360510558,0.75
48,1,442,TX,36:54.4,1,1,0.801550758,0.34
47,0,491,TX,39:39.7,0,1,0.70479571,0.38
50,1,2175,NY,06:42.7,1,5,0.773582685,0.18
51,1,2969,TX,27:40.3,0,1,0.656878484,0.77
46,0,1366,FL,45:50.3,0,1,0.814179637,0.02
49,0,1225,IL,21:25.8,0,1,0.406653932,0.71
47,1,835,TX,27:20.2,0,1,0.43113727,0.67
43,1,1079,CA,32:12.2,0,5,0.897645017,0.67
43,1,2440,CA,32:20.3,0,5,0.722708651,0.88
42,1,989,CA,30:41.0,1,5,0.20592078,0.24
48,1,1588,CA,08:05.1,1,5,0.128798985,0.29
55,0,2494,TX,29:45.8,0,1,0.481482643,0.87
42,0,1451,FL,21:35.6,0,1,0.164185123,0.55
47,0,1317,NY,12:56.3,0,5,0.110428114,0.54
